,target,acceleration__standard_deviation,acceleration__number_crossing_m__m_1,"acceleration__fft_coefficient__attr_""angle""__coeff_1",acceleration__fourier_entropy__bins_5,"acceleration__linear_trend__attr_""slope""",acceleration__fourier_entropy__bins_2,acceleration__range_count__max_0__min_-1000000000000.0,acceleration__autocorrelation__lag_5,acceleration__index_mass_quantile__q_0.4,acceleration__mean_n_absolute_max__number_of_maxima_7
239,8,0.791127263,2,89.43594784,0.243758953,0.00116169,0.140760122,77,0.753480247,0.504,1.791142857
240,9,0.364512414,0,-61.86237212,0.378387007,0.000609938,0.214559155,43,0.482800133,0.385714286,0.785714286
241,9,0.136764856,0,-77.35926773,0.548798714,-0.000753479,0.189762327,53,-0.317824355,0.589285714,0.401285714
242,9,0.141835828,0,19.68088032,0.478931976,-9.39e-05,0.209450792,9,0.244652967,0.304347826,0.560428571
243,9,0.167309299,0,80.77121935,0.394397691,-0.000588029,0.325082973,10,-0.528361987,0.473684211,0.346428571
244,9,0.179743128,0,-57.0831229,0.537035854,-0.000769917,0.182836587,30,-0.115062534,0.601503759,0.494428571
245,9,0.296198465,0,-80.77567429,0.606025203,-0.002393237,0.366924991,10,0.15549069,0.583333333,0.587857143
246,9,0.224808417,0,-98.68557048,0.709183279,-0.001584499,0.345655265,64,-0.062944539,0.531034483,0.719714286
247,9,0.290774291,0,156.2048231,0.589280064,0.003500936,0.271189373,18,-0.665550796,0.6,0.587714286
248,9,0.159601259,0,-52.14115213,0.363407591,-0.000441171,0.169658227,37,0.012259481,0.646258503,0.439714286
249,9,0.17243533,0,-31.72534379,0.415758873,-0.000192581,0.223718076,30,0.056653243,0.637037037,0.5
250,9,0.207594767,0,-5.313606892,0.441126615,7.36e-05,0.236469859,31,0.159358946,0.419354839,0.538428571
251,9,0.096199057,0,-0.911120991,0.393228738,-9.25e-05,0.126023287,10,0.418282711,0.37962963,0.362714286
252,9,0.120506732,0,-43.80926817,0.267527299,-9.37e-05,0.182836587,27,0.247674946,0.503759398,0.335285714
253,9,0.589620793,2,156.9124975,0.484390116,0.000858371,0.163023629,24,-0.197223773,0.588235294,1.142714286
254,9,0.452731181,0,80.37014714,0.53050963,0.007779211,0.295439192,35,0.284524352,0.363636364,1.076857143
255,9,0.190572443,0,-164.5381069,0.470900128,-0.003120166,0.264052052,1,0.583637484,0.442307692,0.648142857
256,9,0.406277476,2,-2.859962687,0.663179453,0.010781033,0.304636097,15,-0.103023269,0.76744186,0.900857143
257,9,0.094653101,0,40.48613157,0.35111466,9.75e-05,0.094309111,9,0.433646026,0.416267943,0.412428571
258,9,0.217376848,0,-85.21622642,0.441583149,-0.000964911,0.1646281,114,-0.304203809,0.644736842,0.697857143
259,9,0.230251661,0,-105.7955065,0.684954761,-0.011088555,0.410116318,6,0.072321954,0.35,0.549571429
260,9,0.182307964,0,115.6030466,0.623532768,0.003850513,0.250954804,18,-0.389161796,0.589285714,0.406714286
261,9,0.164162634,0,-40.97588637,0.250378105,-8.31e-05,0.212397438,44,0.057581583,0.583333333,0.489142857
262,9,0.146721146,0,15.62963746,0.241678376,2.68e-05,0.129740695,16,0.659271707,0.387559809,0.521714286
263,9,0.107422726,0,-14.44160072,0.430662857,-0.001820478,0.248910279,76,0.619255436,0.425287356,0.324142857
264,9,0.119185145,0,80.99286611,0.479172242,0.000668652,0.188112927,9,0.243934348,0.452941176,0.494714286
265,9,0.098144035,0,21.67143752,0.218625915,0.000234978,0.117675602,7,0.743040001,0.421940928,0.456285714
266,9,0.139292037,0,-166.6932698,0.587500931,-0.004739468,0.198515243,0,0.465770436,0.421052632,0.494571429
267,9,0.127344519,0,15.63753549,0.703843328,0.002561837,0.278769372,11,-0.430900509,0.632653061,0.302285714
268,9,0.159354728,0,-65.48265588,0.875306929,-0.000448859,0.507429962,22,-0.106431735,0.434210526,0.351714286
269,9,0.12303746,0,-78.94212899,0.237819011,-2.87e-05,0.119246926,4,-0.619305195,0.415584416,0.368142857
270,10,0.167590149,0,13.12093434,0.35646815,0.001096904,0.165443496,20,0.537995366,0.64,0.379285714
271,10,0.137035747,0,70.91652751,0.344598248,0.001397948,0.173205207,10,0.361685976,0.553191489,0.390142857
272,10,0.18334869,0,15.7384934,0.585164682,0.003261844,0.228631874,27,0.279510025,0.569230769,0.390428571
273,10,0.241962056,0,73.40650194,0.462957162,0.001595186,0.262674215,66,0.470244363,0.614814815,0.725142857
274,10,0.256092338,0,-127.7160993,0.409458619,-0.012271219,0.206192051,21,0.479139659,0.486486486,0.390142857
275,10,0.153624753,0,72.07216065,0.379200263,0.000753054,0.219032522,42,0.579152265,0.661870504,0.412142857
276,10,0.252779357,2,138.791129,0.714605437,0.00258871,0.353169383,34,0.103116675,0.514285714,0.769142857
277,10,0.33671987,2,-50.74908016,0.670097311,-0.001132593,0.356340921,36,0.064879468,0.5,0.917571429
278,10,0.516453751,2,12.42539826,0.332670081,0.000927074,0.219032522,47,0.692999797,0.68115942,1.769285714
279,10,0.18718117,0,-14.27073716,0.589869162,-0.002027229,0.369333122,34,0.026030527,0.584615385,0.483428571
280,10,0.089410291,0,-38.67473675,0.460444111,-0.000338489,0.193738481,117,0.234018054,0.459016393,0.395857143
281,10,0.268201665,0,64.93868118,0.800285334,0.008821871,0.523586337,6,-0.262175558,0.488888889,0.670285714
282,10,0.123315028,0,-168.9308617,0.550056956,-0.002894345,0.311129155,11,0.333334264,0.476190476,0.241857143
283,10,0.231707238,0,42.55426185,0.470235962,0.01199025,0.295439192,2,0.52946472,0.733333333,0.675714286
284,10,0.559089561,0,-24.45647723,0.813190477,-0.002562714,0.295439192,27,0.161353459,0.555555556,1.280285714
285,10,0.336313228,0,-70.85619035,0.26300447,-0.00074477,0.166683464,27,0.841489886,0.57,0.967285714
286,10,0.175772491,0,-157.4795571,0.258640932,-0.004410486,0.219032522,18,0.577287685,0.579710145,0.341
287,10,0.196957125,0,-54.43766856,0.498758466,0.000842347,0.278769372,10,0.106804826,0.428571429,0.472428571
288,10,0.362837948,0,-12.29674614,0.273165831,-0.000158046,0.146144746,26,0.822932888,0.494382022,1.088
289,10,0.175889807,0,29.68748371,0.398440508,0.003567088,0.149994924,21,0.167083048,0.5,0.406714286
290,10,0.164404152,0,75.77609923,0.642857913,0.009972798,0.387212375,0,0.377101297,0.545454545,0.587857143
291,10,0.2452433,0,1.167430871,0.375956447,0.000245646,0.160680562,57,0.187894837,0.533333333,0.692428571
292,10,0.197221701,0,38.39395375,0.348780385,0.002710784,0.198515243,10,0.403248577,0.569620253,0.439714286
293,10,0.12519941,0,-135.8433935,0.320152001,-0.003296046,0.119246926,27,0.540826189,0.415584416,0.247285714
294,10,0.157043774,0,-127.1962057,0.403334497,-0.004807319,0.124250837,33,0.533112843,0.583333333,0.329714286
295,10,0.155334502,0,-52.35425088,0.415814612,-0.000711094,0.239217094,39,0.470701651,0.639344262,0.516571429
296,10,0.237047504,0,-16.06394752,0.627173602,-0.001000114,0.304636097,23,-0.139007118,0.46875,0.489
297,10,0.181148215,0,-128.9695928,0.687435751,-0.009741903,0.198515243,8,0.278808288,0.384615385,0.368285714
298,10,0.074294751,0,-13.10563776,0.340241875,-0.000195803,0.223718076,127,0.251590244,0.447761194,0.324285714
299,10,0.155452766,0,131.1481088,0.413513227,0.001088245,0.191444082,10,0.268737527,0.475609756,0.505571429
